0.0,30.310000000000002,27.56,433.1,342.22,403.05,257.08,232.22,52.12,52.12,23.29,249.58,1.8899999999999997,87.52,511.32,264.19,217.68,67.4,620.45,232.38,286.43,324.24,29.0,83.25999999999999,253.67000000000002,238.75,35.96,257.49,172.4,31.95,27.86,451.71,101.81,172.91,50.309999999999995,173.64,19.91,71.87,78.96,309.77,281.64,34.21,57.36,27.419999999999998,201.45,35.59,28.7,107.36,26.190000000000005,218.63,88.68,201.37,19.6,14.79,16.14,56.93,96.89,27.810000000000002,21.51,594.33,416.82,619.41,474.72,687.92,738.39,418.40999999999997,51.779999999999994,606.89,337.47,30.24,200.084,700.35,638.52,95.52,209.02,35.32000000000001,678.84,587.09,330.44,32.230000000000004,830.81,354.86,55.41,5.040000000000001,581.89,648.37,610.92,42.09,391.22,503.65999999999997,638.01,659.61,623.62,820.2,33.839999999999996,169.16,454.54,683.81,408.17,703.38,389.76,549.53,632.37,696.31,437.23,791.58,559.86,624.61,792.98,421.68,528.1,45.080000000000005,488.23,45.050000000000004,724.36,47.22,617.54,744.7,55.010000000000005,505.24,474.62,601.92,730.96,735.02,731.29,46.9,716.89,37.989999999999995,766.85,55.92,12.45,563.52,540.3,493.35,462.38,408.09000000000003,390.37,590.3,528.51,505.6,501.83,328.81,35.89,556.56,215.76,266.89,654.83,490.55,41.76,539.0,7.45,606.32,657.13,400.78,456.75,43.36,630.3,6.68,444.23,491.96,589.16,391.54,499.84,418.11,494.76,548.09,397.68,45.92,345.31,459.75,591.06,639.68,448.5,360.6,344.41,248.81,240.88,41.7
30.310000000000002,0.0,12.2,24.720000000000002,29.759999999999998,20.64,9.49,7.510000000000002,5.31,11.33,14.899999999999999,12.55,7.550000000000001,4.540000000000002,9.16,16.679999999999996,13.020000000000001,11.200000000000001,12.2,17.61,33.2,12.420000000000002,8.400000000000002,5.529999999999999,14.319999999999999,2.009999999999999,13.400000000000004,13.219999999999999,16.11,6.090000000000002,14.889999999999999,11.460000000000004,12.549999999999999,11.340000000000002,19.42,1.7200000000000004,16.07,3.86,8.22,32.43,25.75,10.469999999999999,3.1799999999999997,6.029999999999999,14.63,22.639999999999997,9.93,6.630000000000001,14.750000000000002,20.360000000000003,6.450000000000001,9.279999999999998,18.47,24.559999999999995,25.609999999999996,13.520000000000003,7.980000000000002,11.310000000000004,18.37,19.779999999999994,9.629999999999999,8.830000000000002,16.410000000000004,22.630000000000003,15.74,11.390000000000004,29.550000000000004,31.490000000000002,19.37,61.80999999999999,12.893999999999998,31.09,28.380000000000006,60.49,13.280000000000001,10.98,8.290000000000001,22.849999999999998,44.97999999999999,17.72,22.97,1.8199999999999994,26.14,15.850000000000001,16.259999999999998,11.209999999999999,24.510000000000005,28.82,14.270000000000003,46.57000000000001,23.78,27.57,34.19,23.280000000000005,10.99,67.19,39.51,17.61,9.74,23.740000000000006,11.580000000000002,23.85,12.59,25.34,25.4,23.94,10.570000000000002,30.39,19.15,17.64,20.980000000000004,25.169999999999998,15.370000000000001,25.6,28.35,28.900000000000006,27.480000000000004,23.02,29.67,3.4900000000000007,6.099999999999999,21.220000000000002,6.35,31.490000000000002,30.43,26.94,12.620000000000001,28.17,29.220000000000002,26.410000000000004,26.64,18.380000000000003,6.79,22.06,26.230000000000004,19.27,27.71,26.000000000000004,25.619999999999997,16.82,17.78,25.29,18.950000000000003,21.900000000000002,13.000000000000002,15.700000000000001,3.3500000000000005,33.86,25.48,34.05,20.580000000000002,27.4,36.87,11.83,10.36,27.72,28.060000000000002,22.730000000000004,28.010000000000005,33.2,28.2,15.39,15.54,19.47,29.33,2.1499999999999995,34.82000000000001,25.65,26.780000000000005,35.06999999999999,9.030000000000001,16.740000000000002,25.81,19.570000000000004,7.619999999999999,40.38000000000001,29.19,14.95
27.56,12.2,0.0,18.360000000000003,22.749999999999996,17.380000000000003,11.620000000000003,3.99,6.449999999999999,9.25,5.8500000000000005,10.77,4.540000000000001,9.3,11.110000000000001,14.920000000000002,3.4999999999999996,3.3899999999999992,7.330000000000002,17.119999999999997,28.86,3.8199999999999994,6.4399999999999995,8.58,9.589999999999998,3.8499999999999996,11.98,13.16,9.819999999999999,6.4,5.169999999999999,2.770000000000001,8.940000000000001,3.9099999999999984,12.439999999999998,3.4899999999999998,14.560000000000002,6.3999999999999995,11.74,29.310000000000002,20.410000000000004,2.639999999999999,1.3700000000000003,3.92,9.810000000000002,13.489999999999998,5.530000000000001,3.9700000000000015,4.220000000000001,13.110000000000005,8.950000000000001,3.160000000000002,18.6,17.69,21.660000000000004,3.9499999999999997,3.9500000000000015,4.860000000000002,12.240000000000002,30.640000000000004,10.860000000000003,7.680000000000001,15.39,17.14,9.759999999999998,6.620000000000001,28.8,27.55,18.280000000000005,59.28,9.003999999999998,25.599999999999994,26.34,53.7,5.489999999999998,13.159999999999998,8.96,20.650000000000002,45.08,8.139999999999997,19.21,4.33,31.060000000000002,8.75,11.19,9.11,19.04,24.9,10.579999999999998,44.18999999999999,26.950000000000003,24.29,31.58,20.040000000000003,9.330000000000002,66.98,42.099999999999994,21.1,4.010000000000001,17.910000000000004,11.78,22.210000000000004,8.61,23.67,22.27,19.44,6.319999999999999,27.93,15.63,11.529999999999998,8.689999999999998,22.559999999999995,10.419999999999996,21.65,21.33,23.669999999999998,23.87,17.230000000000004,31.920000000000005,4.2,8.370000000000001,14.349999999999998,7.76,23.459999999999997,22.8,23.630000000000003,6.499999999999998,21.75,25.349999999999998,28.979999999999997,29.97,10.009999999999998,10.89,15.45,22.350000000000005,11.21,21.0,19.49,19.01,12.67,14.659999999999998,21.209999999999997,16.799999999999997,15.849999999999998,9.030000000000003,13.149999999999999,8.52,27.180000000000003,20.469999999999995,24.05,11.769999999999998,21.459999999999997,29.51,11.63,11.949999999999998,17.31,20.57,17.61,20.43,26.9,20.949999999999996,9.009999999999998,6.159999999999998,13.159999999999998,24.279999999999998,4.0600000000000005,26.16,21.840000000000003,17.15,26.3,12.379999999999997,22.340000000000003,21.389999999999997,11.869999999999997,7.369999999999999,29.74,29.76,15.53
433.1,24.720000000000002,18.360000000000003,0.0,760.78,35.38,213.1,189.4,456.34000000000003,453.87,12.119999999999997,224.34,5.530000000000001,340.62,85.28,174.77,207.55,356.1,203.16,641.74,716.89,730.7,18.74,486.58,661.35,656.86,25.880000000000003,221.4,578.02,451.91,20.230000000000004,40.03,506.7,253.91,397.19,577.95,10.88,394.49,484.71,741.26,692.93,452.28,400.21,14.049999999999999,605.58,411.76,432.2,509.45,15.32,228.7,338.37,220.10999999999999,6.330000000000001,5.200000000000001,430.53000000000003,367.84,513.18,15.049999999999997,7.440000000000001,1004.5,824.54,1036.38,881.45,1093.11,1146.21,824.8,42.300000000000004,1011.32,744.56,49.470000000000006,621.8,1112.39,1051.28,539.93,616.28,26.950000000000006,1098.89,994.08,766.33,26.98,1235.5,773.39,46.03999999999999,12.059999999999999,985.59,1055.33,1018.41,39.650000000000006,815.42,916.45,1041.67,1071.82,1033.44,1226.0,23.630000000000003,602.5,888.37,1088.47,827.1,1108.16,795.74,957.35,1055.45,1105.38,844.56,1201.12,981.44,1036.61,1200.33,829.31,931.2,39.31,896.26,38.67,1131.81,40.199999999999996,1025.48,1155.93,45.12,922.52,877.92,1031.6,1135.95,1143.71,1137.68,38.7,1139.26,37.48,1180.01,46.050000000000004,21.31,972.49,944.03,901.38,867.09,809.47,798.93,1004.88,936.73,919.46,911.31,738.25,34.53,965.07,633.63,677.48,1075.69,897.66,33.52,945.15,12.670000000000002,1014.32,1074.27,816.4,859.22,31.509999999999998,1035.15,18.65,853.91,899.63,995.47,814.69,920.5,826.22,902.4300000000001,964.12,805.45,37.59,751.93,869.58,997.77,1044.44,853.78,764.3,746.34,665.34,657.12,28.32
342.22,29.759999999999998,22.749999999999996,760.78,0.0,730.36,585.75,565.28,333.15,339.82,19.639999999999997,574.53,7.089999999999999,428.86,843.49,585.07,548.94,396.86,955.11,113.67,60.68,55.06,23.889999999999997,304.0,135.04,96.38,31.34,580.15,193.8,307.37,20.189999999999994,785.17,274.57,503.7,371.07,205.21,14.22,391.81,313.17,37.339999999999996,70.18,302.96999999999997,379.35,16.12,166.9,356.68,353.13,274.28,20.549999999999997,545.22,429.08,537.11,19.27,9.299999999999997,332.75,388.88,243.11,22.55,19.099999999999998,262.62,82.02000000000001,293.08,136.82,349.72,400.26,81.32,49.12,269.37,31.74,43.21,141.234,363.06,300.98,282.42,169.93,30.57,351.91,250.12,44.36,21.599999999999998,493.6,22.56,45.019999999999996,4.470000000000001,244.49,310.6,272.6,38.29,60.07,166.2,296.55,321.97,283.37,482.26,25.71,250.99,131.87,343.13,80.36,365.54,53.43000000000001,211.64999999999998,300.71,358.5,99.74000000000001,452.02,230.2,286.65,454.99,81.9,188.05,34.43,147.67000000000002,32.98,386.37,36.650000000000006,276.96,405.89,48.39000000000001,173.89,134.08,282.85,389.96,390.85,393.97,36.260000000000005,384.43,35.27000000000001,430.32,42.93,9.750000000000002,225.56,201.28,153.48,126.33,71.61,49.59,252.19,192.11,170.11,161.6,82.37,28.369999999999997,215.5,131.46,117.69,326.99,151.39,34.95,200.38,9.95,267.23,323.7,71.01,119.74,31.740000000000002,294.01,14.669999999999998,111.38,156.81,251.57,63.2,168.43,81.44,159.54,218.06,60.42,37.77,38.8,123.45,253.95,302.83,112.88,33.82,38.02,112.53999999999999,117.31,31.919999999999995
403.05,20.64,17.380000000000003,35.38,730.36,0.0,179.06,160.22,423.02,422.47,12.1,191.86,3.5,307.21,112.68,142.65,176.58,326.44,233.83,611.72,686.43,700.78,18.25,453.54,631.62,624.58,23.76,190.48000000000002,547.77,419.73,20.040000000000003,69.7,474.13,223.02,365.32,545.84,6.660000000000001,360.97,450.65,711.26,663.57,423.0,368.84,12.569999999999999,575.41,380.34,400.34,478.13,14.110000000000001,199.66,306.56,190.75,3.659999999999999,6.220000000000002,400.35,337.66,482.31,14.34,6.44,971.07,791.08,1006.43,848.32,1064.4,1114.82,794.67,38.230000000000004,981.72,710.82,50.36,589.444,1081.15,1018.37,512.7,587.95,24.19,1066.16,962.47,733.61,26.090000000000003,1206.48,740.65,42.760000000000005,12.35,957.98,1024.04,989.7,40.32000000000001,785.45,885.23,1010.28,1040.41,1001.07,1194.18,24.290000000000003,571.8,854.87,1054.38,798.8,1078.92,765.53,924.75,1026.21,1074.33,814.8,1171.38,951.49,1004.78,1169.53,800.73,901.32,38.879999999999995,865.63,38.48,1103.89,38.85,996.74,1124.57,40.51,891.92,845.73,1003.66,1103.55,1113.22,1108.3,40.47,1110.26,38.28,1149.38,43.33,17.83,940.2,910.81,870.21,836.9,781.08,767.67,972.19,903.66,884.79,877.48,703.8100000000001,30.569999999999997,932.09,603.13,644.04,1041.44,866.21,33.07,916.68,15.930000000000003,982.26,1043.47,784.95,826.42,33.92,1004.44,18.479999999999997,822.84,868.11,966.14,781.15,891.24,792.87,870.36,933.92,774.23,35.720000000000006,723.21,838.34,962.36,1011.43,822.42,735.43,712.31,638.57,626.04,24.9
257.08,9.49,11.620000000000003,213.1,585.75,179.06,0.0,9.270000000000003,248.02,251.88,15.180000000000001,14.850000000000003,3.4100000000000006,146.85,270.79,40.93,18.32,167.4,396.67,466.9,542.74,532.58,10.020000000000001,276.67,453.36,462.38,7.000000000000002,13.540000000000001,393.15,257.78,15.73,231.85,313.2,62.59,216.33,375.79,18.080000000000002,188.9,277.9,563.12,520.85,261.42,200.85,7.680000000000001,420.35,230.57999999999998,233.08,312.96,14.170000000000003,50.78,148.25,29.869999999999997,19.060000000000002,23.84,256.46999999999997,179.06,323.42,11.390000000000004,17.04,791.76,623.67,848.45,671.41,886.71,954.12,620.68,20.000000000000004,804.57,561.35,65.01000000000002,429.934,904.23,841.49,367.61,420.5,9.500000000000002,904.43,818.12,587.37,16.750000000000004,1030.87,578.15,25.8,12.41,781.38,852.06,813.62,24.570000000000004,624.52,707.92,832.0,862.77,824.0,1015.42,11.990000000000002,426.46000000000004,709.38,876.89,638.3,902.43,590.09,747.66,864.19,897.67,638.38,994.04,789.66,826.8,992.77,623.03,746.54,20.930000000000003,702.66,21.95,927.65,22.21,818.23,971.41,23.92,730.36,667.49,846.13,937.64,932.14,932.23,23.58,949.45,22.300000000000004,971.48,23.71,32.010000000000005,778.52,738.43,713.67,659.25,607.08,590.17,792.59,728.52,719.38,702.07,527.64,14.360000000000001,754.48,445.06,480.15,880.0,690.56,18.17,772.83,14.97,837.93,902.37,625.76,666.5,17.220000000000002,828.42,21.760000000000005,654.2,695.38,790.96,621.08,729.15,635.15,697.23,771.92,629.23,19.620000000000005,565.62,694.73,784.02,835.59,648.07,559.73,552.19,493.31,483.67,9.28
232.22,7.510000000000002,3.99,189.4,565.28,160.22,9.270000000000003,0.0,253.36,254.64000000000001,3.289999999999998,17.5,3.8600000000000017,156.81,262.69,17.64,20.47,170.05,389.16,451.5,518.96,529.17,2.8099999999999987,281.02,453.67,466.42,3.74,12.98,383.33,263.03000000000003,9.149999999999999,223.63,307.61,64.36,203.35999999999999,377.41,4.620000000000003,192.11,280.06,538.98,505.37,264.67,201.29,2.84,413.68,219.19,234.18,314.34,3.959999999999998,38.760000000000005,155.41,33.2,7.100000000000001,1.97,238.64000000000001,181.43,328.09,3.3800000000000026,4.650000000000002,789.37,622.38,851.81,670.41,880.62,946.19,621.46,6.520000000000001,788.49,549.21,8.43,433.854,895.34,833.32,325.38,416.39,8.06,910.35,801.53,555.49,8.139999999999999,1022.46,582.82,4.62,10.99,779.52,849.31,810.66,13.64,624.12,680.94,820.31,854.71,808.73,1007.99,4.4,364.05,674.42,868.7,642.06,894.09,589.06,740.11,863.27,886.44,629.75,987.59,790.91,816.32,989.01,620.88,740.48,6.1400000000000015,695.79,9.459999999999997,918.18,5.659999999999998,807.89,959.14,7.010000000000002,737.57,670.91,847.45,933.6,925.77,921.43,6.429999999999998,950.92,15.33,963.68,7.040000000000001,6.05,774.17,742.13,707.1,650.9,605.41,588.66,797.32,723.37,715.63,703.22,523.36,10.829999999999997,754.29,444.78,475.23,885.4,682.55,8.889999999999999,756.44,9.610000000000001,824.89,882.68,627.65,663.56,11.190000000000001,822.29,16.02,648.11,685.12,784.4,623.61,733.16,628.72,689.97,777.38,612.5,10.09,556.25,679.48,790.46,830.93,641.17,559.4,549.27,468.8,461.52,6.98
52.12,5.31,6.449999999999999,456.34000000000003,333.15,423.02,248.02,253.36,0.0,5.41,10.709999999999999,239.36,2.209999999999999,107.77,512.37,284.71,237.5,87.25,640.28,221.17000000000002,294.92,284.75,8.389999999999999,33.48,205.3,217.55,6.96,247.0,142.69,12.96,6.220000000000001,472.07,64.53,193.35,66.74,130.56,16.400000000000002,63.2,30.95,318.03,274.07,12.739999999999998,56.66,6.89,172.27,51.120000000000005,26.509999999999998,65.49,8.56,231.75,110.39,223.25,18.279999999999998,20.140000000000008,38.97,78.81,77.81,8.41,14.569999999999999,543.97,378.15,601.72,424.52,639.16,705.19,372.45,20.449999999999996,556.53,314.05,63.13000000000001,180.424,650.34,589.07,107.19,168.52,8.18,658.71,569.82,341.95,7.42,783.23,333.96,28.109999999999996,5.08,534.51,604.06,562.09,16.269999999999996,374.02,456.43,588.82,614.0,575.79,768.75,7.9300000000000015,180.63,464.75,632.48,389.84,654.84,342.3,500.97,614.54,649.72,390.46,744.09,542.31,577.3,744.99,374.36,495.35,16.439999999999998,452.65,16.740000000000002,676.66,15.580000000000002,569.19,718.44,22.98,486.53,423.96,588.51,693.38,681.56,682.38,18.56,697.43,10.87,719.16,25.86,32.12,528.89,494.45,462.2,413.16,359.12,341.66,540.0,479.95,464.44,451.93,279.64,6.390000000000001,505.52,197.93,229.09,637.57,441.44,14.449999999999998,521.69,7.8,585.69,646.22,382.36,421.82,10.96,581.86,11.16,398.08,443.75,542.21,371.98,477.82,387.07,447.6,529.07,376.63,17.360000000000003,310.89,439.39,542.27,594.09,401.23,311.57,306.45,242.92000000000002,239.39999999999998,11.86
52.12,11.33,9.25,453.87,339.82,422.47,251.88,254.64000000000001,5.41,0.0,12.059999999999999,243.76,3.529999999999999,115.7,514.16,281.98,242.86,90.92,639.14,220.99,295.15,289.45,8.899999999999999,34.96,211.41,220.7,9.639999999999999,250.88,145.94,14.129999999999999,11.519999999999998,473.99,67.91,198.04,71.28999999999999,130.68,18.26,63.39,32.64,320.64,272.14,17.71,55.81,8.469999999999999,173.84,57.41,29.029999999999998,64.17,11.579999999999998,229.92,112.17,225.02,16.97,21.06000000000001,38.53,82.9,77.38,8.690000000000001,12.709999999999997,552.74,378.81,602.3,429.83,644.35,709.26,375.26,24.779999999999998,560.75,316.62,64.98,185.954,661.49,600.27,121.11999999999998,173.73,11.45,661.27,572.7,344.94,18.260000000000005,786.88,336.86,31.049999999999997,13.759999999999998,538.69,606.84,569.9,26.86,382.2,466.32,592.07,622.54,583.46,775.59,11.04,182.20999999999998,467.22,636.79,393.45,659.94,346.25,506.61,621.52,656.03,395.05,753.31,547.02,586.44,750.98,380.56,500.82,24.829999999999995,457.59,25.279999999999998,683.33,25.03,576.05,726.24,28.849999999999998,488.37,427.79,599.4,693.71,694.27,687.77,25.419999999999998,704.91,25.13,730.21,31.679999999999996,33.92,535.2,494.29,468.68,417.01,361.72,351.11,556.03,487.67,474.38,462.05,287.89,18.95,515.94,198.6,235.16,638.79,449.1,19.970000000000002,526.77,14.459999999999999,592.83,653.7,382.28,418.84,19.38,586.39,19.990000000000002,405.49,450.73,547.88,379.37,486.52,392.45,452.63,528.07,382.81,23.729999999999997,317.38,448.6,546.49,594.24,405.12,315.13,304.2,246.6,237.54,13.980000000000002
